Num,Año,Mes,Día,Horas,Base Operativa Kiteni,PS-1,PS-2,PS-3,PS-4
742,2018,1,11,18:00A6:370,11.0,13.2,41.0,22.0,10.0
743,2018,1,12,6:00A18:371,11.6,31.6,10.0,18.0,5.8
744,2018,1,13,18:00A6:371,0.2,1.2,7.0,19.0,9.2
745,2018,1,14,6:00A18:372,0.1,15.2,2.0,1.0,2.2
746,2018,1,15,18:00A6:372,4.8,42.2,13.0,3.2,2.8
747,2018,1,16,6:00A18:373,28.0,62.59999999999999,22.0,14.2,10.0
748,2018,1,17,18:00A6:373,0.3,0.0,1.0,7.600000000000001,1.8
749,2018,1,18,6:00A18:374,19.3,4.7,11.0,20.0,3.4
750,2018,1,19,18:00A6:374,1.6,31.4,10.0,24.0,7.6
751,2018,1,20,6:00A18:375,35.8,4.4,37.0,34.0,23.4
752,2018,1,21,18:00A6:375,10.9,4.600000000000001,15.0,10.6,2.2
753,2018,1,22,6:00A18:376,14.6,2.2,18.0,32.0,15.0
754,2018,1,23,18:00A6:376,1.0,0.4,0.0,30.6,12.4
755,2018,1,24,6:00A18:377,17.4,0.0,1.0,2.8,2.2
756,2018,1,25,18:00A6:377,5.9,4.0,2.0,8.0,0.0
757,2018,1,26,6:00A18:378,28.4,45.4,21.0,0.0,0.0
758,2018,1,27,18:00A6:378,5.9,0.5,0.0,0.0,0.0
759,2018,1,28,6:00A18:379,5.9,0.0,0.0,0.0,0.0
760,2018,1,29,18:00A6:379,13.8,0.0,2.0,0.0,0.0
761,2018,1,30,6:00A18:380,1.9,21.2,3.0,0.0,0.0
762,2018,1,31,18:00A6:380,5.9,62.40000000000001,0.0,0.0,0.0
763,2018,2,1,6:00A18:381,3.7,0.6000000000000001,3.0,0.0,0.0
764,2018,2,2,18:00A6:381,0.2,35.8,5.2,0.0,0.0
765,2018,2,3,6:00A18:382,3.7,24.0,0.0,0.0,0.0
766,2018,2,4,18:00A6:382,0.2,34.6,20.0,0.0,0.0
767,2018,2,5,6:00A18:383,2.1,10.6,0.0,9.3,21.8
768,2018,2,6,18:00A6:383,9.2,1.4,1.0,14.8,17.6
769,2018,2,7,6:00A18:384,4.0,84.0,16.2,4.0,7.0
770,2018,2,8,18:00A6:384,2.8,24.2,12.6,2.2,6.0
771,2018,2,9,6:00A18:385,3.8,85.8,6.2,32.0,13.0
772,2018,2,10,18:00A6:385,2.8,24.2,12.6,4.2,1.2
773,2018,2,11,6:00A18:386,0.8,24.4,3.0,8.6,13.4
774,2018,2,12,18:00A6:386,3.7,23.0,8.8,0.0,0.0
775,2018,2,13,6:00A18:387,1.6,1.0,4.1,6.4,8.6
776,2018,2,14,18:00A6:387,0.4,3.2,0.0,16.8,19.6
777,2018,2,15,6:00A18:388,3.7,32.8,0.0,7.4,13.0
778,2018,2,16,18:00A6:388,14.8,20.0,20.3,58.0,28.8
779,2018,2,17,6:00A18:389,13.0,0.8,15.0,8.4,4.4
780,2018,2,18,18:00A6:389,39.8,13.0,5.5,10.4,8.0
781,2018,2,19,6:00A18:390,19.0,2.6,25.3,22.8,14.2
782,2018,2,20,18:00A6:390,0.2,22.8,0.0,0.0,0.0
783,2018,2,21,6:00A18:391,3.7,12.8,0.0,20.0,0.6
784,2018,2,22,18:00A6:391,14.0,18.0,19.3,2.0,9.8
785,2018,2,23,6:00A18:392,36.0,13.0,31.0,36.0,19.0
786,2018,2,24,18:00A6:392,10.8,0.3,2.5,20.0,18.4
787,2018,2,25,6:00A18:393,3.8,0.0,2.3,24.0,7.6
788,2018,2,26,18:00A6:393,18.2,13.6,16.3,34.2,5.800000000000001
789,2018,2,27,6:00A18:394,7.399999999999999,8.6,10.0,11.6,13.4
790,2018,2,28,18:00A6:394,4.6,0.4,15.3,6.2,0.2
791,2018,3,1,6:00A18:395,3.6,25.8,5.0,8.6,2.4
792,2018,3,2,18:00A6:395,8.4,11.2,6.4,26.6,2.4
793,2018,3,3,6:00A18:396,9.6,70.2,11.0,32.2,5.0
794,2018,3,4,18:00A6:396,6.6,0.0,3.0,18.2,6.6
795,2018,3,5,6:00A18:397,19.0,55.0,78.0,18.2,4.2
796,2018,3,6,18:00A6:397,9.9,19.8,14.2,18.0,5.4
797,2018,3,7,6:00A18:398,28.9,0.0,6.6,20.0,17.4
798,2018,3,8,18:00A6:398,9.2,0.0,11.0,22.0,1.6
799,2018,3,9,6:00A18:399,5.6,0.4,0.0,1.0,0.4
800,2018,3,10,18:00A6:399,12.3,5.6,11.4,2.8,1.6
801,2018,3,11,6:00A18:400,8.0,34.0,14.9,15.2,13.8
802,2018,3,12,18:00A6:400,1.8,1.0,1.2,9.6,6.8
803,2018,3,13,6:00A18:401,3.0,5.6,5.4,23.0,32.4
804,2018,3,14,18:00A6:401,28.2,0.0,3.2,4.0,12.8
805,2018,3,15,6:00A18:402,4.899999999999999,7.0,10.2,5.0,1.2
806,2018,3,16,18:00A6:402,4.7,5.6,7.2,1.0,1.0
807,2018,3,17,6:00A18:403,23.4,21.8,130.0,15.0,15.0
808,2018,3,18,18:00A6:403,35.4,0.0,3.1,4.0,9.4
809,2018,3,19,6:00A18:404,4.6,0.0,32.3,15.0,34.0
810,2018,3,20,18:00A6:404,22.6,16.8,6.2,12.0,10.6
811,2018,3,21,6:00A18:405,4.800000000000001,25.2,12.5,10.0,3.6
812,2018,3,22,18:00A6:405,9.1,29.8,29.5,3.0,7.6
813,2018,3,23,6:00A18:406,5.6,0.0,0.0,2.0,8.8
814,2018,3,24,18:00A6:406,5.9,0.0,6.8,6.0,6.0
815,2018,3,25,6:00A18:407,49.0,35.4,40.4,6.8,2.2
816,2018,3,26,18:00A6:407,13.7,32.0,44.7,23.6,17.4
817,2018,3,27,6:00A18:408,5.6,7.5,0.0,3.2,1.6
818,2018,3,28,18:00A6:408,5.6,0.0,0.0,0.0,1.0
819,2018,3,29,6:00A18:409,0.2,5.4,2.3,1.0,2.2
820,2018,3,30,18:00A6:409,2.0,0.1,1.0,0.2,0.4
821,2018,3,31,6:00A18:410,18.2,1.0,23.2,8.6,3.6
822,2018,4,1,18:00A6:410,0.8,59.3,2.8,0.0,0.0
823,2018,4,2,6:00A18:411,6.0,1.2,3.6,2.0,0.0
824,2018,4,3,18:00A6:411,1.6,1.0,3.4,1.0,1.0
825,2018,4,4,6:00A18:412,0.5,1.2,7.699999999999999,2.0,0.0
826,2018,4,5,18:00A6:412,1.6,1.3,0.0,0.0,0.0
827,2018,4,6,6:00A18:413,4.600000000000001,31.0,83.2,30.0,14.6
828,2018,4,7,18:00A6:413,0.5,20.8,6.1,0.2,0.0
829,2018,4,8,6:00A18:414,1.6,6.5,1.1,12.0,10.8
830,2018,4,9,18:00A6:414,0.4,5.3,4.8,2.4,4.6
831,2018,4,10,6:00A18:415,0.2,10.0,2.8,10.0,6.8
832,2018,4,11,18:00A6:415,1.6,0.1,1.2,0.0,0.0
833,2018,4,12,6:00A18:416,0.6,3.0,0.1,0.0,0.0
834,2018,4,13,18:00A6:416,1.6,5.5,4.1,0.0,0.0
835,2018,4,14,6:00A18:417,15.4,17.2,19.0,27.0,0.0
836,2018,4,15,18:00A6:417,1.6,0.0,4.8,0.0,0.0
837,2018,4,16,6:00A18:418,9.3,0.0,2.6,0.0,0.0
838,2018,4,17,18:00A6:418,9.2,0.0,1.9,0.0,0.0
839,2018,4,18,6:00A18:419,0.8,0.0,10.2,0.4,0.0
840,2018,4,19,18:00A6:419,1.6,0.0,0.4,0.2,0.0
841,2018,4,20,6:00A18:420,1.6,2.4,7.4,2.0,0.0
842,2018,4,21,18:00A6:420,0.2,0.0,4.699999999999999,4.0,6.0
843,2018,4,22,6:00A18:421,0.2,0.0,10.7,0.0,0.0
844,2018,4,23,18:00A6:421,0.8,0.0,17.4,2.0,0.0
845,2018,4,24,6:00A18:422,1.6,2.8,1.0,0.0,0.0
846,2018,4,25,18:00A6:422,5.8,1.0,5.1,6.0,10.6
847,2018,4,26,6:00A18:423,13.9,1.6,13.5,9.2,6.8
848,2018,4,27,18:00A6:423,0.6,2.0,4.2,1.4,1.0
849,2018,4,28,6:00A18:424,4.7,1.4,11.8,1.0,1.2
850,2018,4,29,18:00A6:424,14.6,0.0,16.8,5.4,3.6
851,2018,4,30,6:00A18:425,5.6,0.6,8.9,2.4,2.2
852,2018,5,1,18:00A6:425,0.4,11.2,6.0,6.8,5.2
853,2018,5,2,6:00A18:426,1.1,10.8,3.6,0.0,1.0
854,2018,5,3,18:00A6:426,5.8,0.0,5.2,0.0,0.0
855,2018,5,4,6:00A18:427,48.0,12.8,5.2,0.4,0.0
856,2018,5,5,18:00A6:427,3.8,2.2,15.6,1.0,0.0
857,2018,5,6,6:00A18:428,1.1,0.0,0.0,0.0,0.0
858,2018,5,7,18:00A6:428,1.1,9.8,18.1,2.0,4.4
859,2018,5,8,6:00A18:429,1.1,0.0,1.3,0.0,0.0
860,2018,5,9,18:00A6:429,1.1,0.0,1.2,0.0,0.0
861,2018,5,10,6:00A18:430,1.1,12.0,0.0,1.0,0.0
862,2018,5,11,18:00A6:430,1.0,56.8,8.6,0.0,0.0
863,2018,5,12,6:00A18:431,3.2,33.2,5.6,3.2,2.2
864,2018,5,13,18:00A6:431,1.1,0.4,0.0,4.6,2.8
865,2018,5,14,6:00A18:432,1.1,0.0,2.3,0.0,0.0
866,2018,5,15,18:00A6:432,1.1,67.6,4.8,0.0,0.0
867,2018,5,16,6:00A18:433,1.1,23.2,2.5,0.0,0.0
868,2018,5,17,18:00A6:433,0.8,13.8,4.8,0.0,0.0
869,2018,5,18,6:00A18:434,1.1,0.2,1.0,0.0,0.0
870,2018,5,19,18:00A6:434,1.0,15.4,0.4,0.0,0.0
871,2018,5,20,6:00A18:435,0.6,0.8,0.0,0.0,0.0
872,2018,5,21,18:00A6:435,1.1,0.2,0.2,0.0,0.0
873,2018,5,22,6:00A18:436,1.1,0.0,0.0,0.0,0.0
874,2018,5,23,18:00A6:436,1.1,0.0,2.2,0.0,0.0
875,2018,5,24,6:00A18:437,1.1,0.0,0.0,0.0,0.0
876,2018,5,25,18:00A6:437,1.1,0.0,0.0,0.0,0.0
877,2018,5,26,6:00A18:438,1.1,0.7,0.0,0.0,0.0
878,2018,5,27,18:00A6:438,1.1,0.0,5.1,0.0,0.0
879,2018,5,28,6:00A18:439,1.1,3.0,16.8,0.0,0.0
880,2018,5,29,18:00A6:439,1.4,2.2,6.2,0.0,0.0
881,2018,5,30,6:00A18:440,1.1,0.0,0.0,0.0,0.0
882,2018,5,31,18:00A6:440,1.1,0.0,0.0,0.0,0.0
883,2018,6,1,6:00A18:441,0.8,0.0,0.0,0.0,0.0
884,2018,6,2,18:00A6:441,0.8,4.399999999999999,11.0,0.0,0.0
885,2018,6,3,6:00A18:442,28.2,17.5,38.2,12.4,2.8
886,2018,6,4,18:00A6:442,12.6,22.6,35.8,28.4,11.2
887,2018,6,5,6:00A18:443,0.8,0.0,1.0,2.2,2.6
888,2018,6,6,18:00A6:443,0.8,0.4,0.0,0.0,0.0
889,2018,6,7,6:00A18:444,0.8,0.7,1.0,0.0,0.0
890,2018,6,8,18:00A6:444,0.8,1.3,2.4,0.0,0.0
891,2018,6,9,6:00A18:445,0.8,0.0,0.0,0.0,0.0
892,2018,6,10,18:00A6:445,0.4,0.4,0.0,2.8,0.0
893,2018,6,11,6:00A18:446,1.8,0.0,1.4,0.2,0.2
894,2018,6,12,18:00A6:446,1.6,7.2,5.0,4.0,0.6
895,2018,6,13,6:00A18:447,0.4,0.1,1.0,0.0,0.0
896,2018,6,14,18:00A6:447,0.2,0.0,3.6,0.0,0.0
897,2018,6,15,6:00A18:448,0.8,0.0,0.0,37.4,3.4
898,2018,6,16,18:00A6:448,0.4,0.7,0.0,0.8,0.0
899,2018,6,17,6:00A18:449,0.2,0.0,1.2,4.0,1.4
900,2018,6,18,18:00A6:449,0.8,0.0,0.0,0.0,0.0
901,2018,6,19,6:00A18:450,0.8,0.0,0.0,0.0,0.0
902,2018,6,20,18:00A6:450,0.8,1.0,1.4,0.0,0.0
903,2018,6,21,6:00A18:451,0.8,0.0,0.0,0.0,0.0
904,2018,6,22,18:00A6:451,0.8,0.0,0.0,0.0,0.0
905,2018,6,23,6:00A18:452,0.8,0.0,0.0,0.0,0.0
906,2018,6,24,18:00A6:452,0.8,0.0,0.0,0.0,0.0
907,2018,6,25,6:00A18:453,0.8,0.0,0.0,0.0,0.0
908,2018,6,26,18:00A6:453,0.8,0.0,0.0,0.0,0.0
909,2018,6,27,6:00A18:454,0.8,10.0,0.0,0.0,0.0
910,2018,6,28,18:00A6:454,0.8,0.2,3.0,0.0,0.0
911,2018,6,29,6:00A18:455,0.8,0.0,0.0,0.0,0.0
912,2018,6,30,18:00A6:455,0.8,0.0,0.0,0.0,0.0
913,2018,7,1,6:00A18:456,0.4,0.0,0.0,0.0,0.0
914,2018,7,2,18:00A6:456,0.4,0.0,0.0,0.0,0.0
915,2018,7,3,6:00A18:457,0.4,0.0,0.0,0.0,0.0
916,2018,7,4,18:00A6:457,0.4,0.0,0.0,0.0,0.0
917,2018,7,5,6:00A18:458,0.4,0.0,0.0,0.0,0.0
918,2018,7,6,18:00A6:458,0.4,0.0,0.0,0.0,0.0
919,2018,7,7,6:00A18:459,0.4,0.0,0.0,0.0,0.0
920,2018,7,8,18:00A6:459,0.4,0.0,0.0,0.0,0.0
921,2018,7,9,6:00A18:460,0.4,7.3,0.0,0.0,0.0
922,2018,7,10,18:00A6:460,2.8,1.3,4.8,2.0,0.0
923,2018,7,11,6:00A18:461,0.4,0.0,0.0,5.6,5.8
924,2018,7,12,18:00A6:461,0.4,0.0,0.0,0.0,0.0
925,2018,7,13,6:00A18:462,0.4,0.0,0.6,6.0,5.2
926,2018,7,14,18:00A6:462,0.4,0.0,0.2,0.4,0.8
927,2018,7,15,6:00A18:463,0.4,0.0,0.0,0.0,0.0
928,2018,7,16,18:00A6:463,0.4,0.0,0.0,0.0,0.0
929,2018,7,17,6:00A18:464,6.0,0.0,11.8,0.0,0.0
930,2018,7,18,18:00A6:464,0.4,0.1,2.2,0.0,0.0
931,2018,7,19,6:00A18:465,2.8,6.3,6.800000000000001,5.2,5.8
932,2018,7,20,18:00A6:465,0.2,0.0,1.0,2.6,2.0
933,2018,7,21,6:00A18:466,7.1,9.2,13.4,8.2,7.6
934,2018,7,22,18:00A6:466,6.4,32.1,9.2,20.2,7.199999999999999
935,2018,7,23,6:00A18:467,0.4,0.0,0.0,2.0,0.0
936,2018,7,24,18:00A6:467,0.4,0.1,0.0,0.0,2.2
937,2018,7,25,6:00A18:468,0.4,0.0,0.0,0.0,0.0
938,2018,7,26,18:00A6:468,0.4,0.0,0.0,0.0,0.0
939,2018,7,27,6:00A18:469,0.4,0.0,0.0,0.0,0.0
940,2018,7,28,18:00A6:469,0.4,0.0,0.0,0.0,0.0
941,2018,7,29,6:00A18:470,0.4,0.0,0.0,0.0,0.0
942,2018,7,30,18:00A6:470,0.4,0.0,0.0,0.0,0.0
943,2018,7,31,6:00A18:471,0.4,0.0,0.0,0.0,0.0
944,2018,8,1,18:00A6:471,2.7,0.3,0.0,0.0,0.0
945,2018,8,2,6:00A18:472,19.4,50.1,0.0,0.0,0.0
946,2018,8,3,18:00A6:472,1.6,0.0,1.8,0.0,0.0
947,2018,8,4,6:00A18:473,1.6,0.0,7.8,2.6,2.0
948,2018,8,5,18:00A6:473,6.6,0.0,3.1,0.0,0.0
949,2018,8,6,6:00A18:474,19.0,19.2,15.8,5.0,0.0
950,2018,8,7,18:00A6:474,13.1,9.8,18.6,18.8,16.8
951,2018,8,8,6:00A18:475,1.6,0.0,0.0,2.0,0.0
952,2018,8,9,18:00A6:475,3.0,0.0,35.2,10.0,7.2
953,2018,8,10,6:00A18:476,1.6,0.0,0.0,2.0,0.0
954,2018,8,11,18:00A6:476,1.6,0.0,0.0,0.0,0.0
955,2018,8,12,6:00A18:477,1.6,0.0,0.0,0.0,0.0
956,2018,8,13,18:00A6:477,1.6,0.0,0.0,0.0,0.0
957,2018,8,14,6:00A18:478,1.6,0.0,0.0,0.0,0.0
958,2018,8,15,18:00A6:478,1.6,0.0,0.0,0.0,0.0
959,2018,8,16,6:00A18:479,1.6,0.0,0.0,2.0,0.0
960,2018,8,17,18:00A6:479,4.6,0.0,0.0,2.5,0.0
961,2018,8,18,6:00A18:480,1.6,0.0,0.0,0.0,0.0
962,2018,8,19,18:00A6:480,1.6,0.0,6.0,0.0,0.0
963,2018,8,20,6:00A18:481,2.4,0.0,5.8,1.6,1.6
964,2018,8,21,18:00A6:481,6.0,2.5,4.0,2.2,0.4
965,2018,8,22,6:00A18:482,0.2,0.0,4.0,8.1,7.4
966,2018,8,23,18:00A6:482,1.6,0.0,1.8,4.2,1.2
967,2018,8,24,6:00A18:483,0.6,0.0,0.0,0.4,0.0
968,2018,8,25,18:00A6:483,1.6,0.0,3.4,0.0,0.0
969,2018,8,26,6:00A18:484,20.2,0.0,17.0,0.0,0.0
970,2018,8,27,18:00A6:484,1.6,0.0,0.0,0.0,0.0
971,2018,8,28,6:00A18:485,1.6,0.0,0.0,0.0,0.0
972,2018,8,29,18:00A6:485,1.6,0.0,0.0,0.0,0.0
973,2018,8,30,6:00A18:486,1.6,0.0,0.0,0.0,0.0
974,2018,8,31,18:00A6:486,1.6,0.0,0.0,0.0,0.0
975,2018,9,1,6:00A18:487,0.1,0.0,0.0,0.0,0.0
976,2018,9,2,18:00A6:487,0.1,0.0,0.0,0.0,0.0
977,2018,9,3,6:00A18:488,0.1,8.2,0.0,0.0,0.0
978,2018,9,4,18:00A6:488,0.1,0.0,0.0,0.0,0.0
979,2018,9,5,6:00A18:489,0.1,0.0,0.0,0.0,0.0
980,2018,9,6,18:00A6:489,0.1,0.0,0.0,0.0,0.0
981,2018,9,7,6:00A18:490,0.1,0.0,0.0,0.0,0.0
982,2018,9,8,18:00A6:490,0.1,0.0,0.0,0.0,0.0
983,2018,9,9,6:00A18:491,0.1,0.0,0.0,0.0,0.0
984,2018,9,10,18:00A6:491,0.1,0.0,0.0,0.0,0.0
985,2018,9,11,6:00A18:492,0.1,0.0,4.0,0.0,2.0
986,2018,9,12,18:00A6:492,0.1,0.0,0.0,2.0,2.0
987,2018,9,13,6:00A18:493,0.1,0.0,0.0,0.0,0.0
988,2018,9,14,18:00A6:493,0.1,0.0,0.0,0.0,0.0
989,2018,9,15,6:00A18:494,0.1,0.0,0.0,0.0,0.0
990,2018,9,16,18:00A6:494,0.1,15.2,2.4,2.0,0.0
991,2018,9,17,6:00A18:495,0.8,15.2,5.0,0.0,0.0
992,2018,9,18,18:00A6:495,0.1,0.0,2.4,0.0,0.0
993,2018,9,19,6:00A18:496,0.1,0.0,0.0,0.0,0.0
994,2018,9,20,18:00A6:496,0.1,0.2,0.0,0.0,0.0
995,2018,9,21,6:00A18:497,0.1,23.2,0.0,0.8,0.0
996,2018,9,22,18:00A6:497,0.1,0.0,0.8,0.0,0.0
997,2018,9,23,6:00A18:498,0.1,0.0,2.0,1.4,0.0
998,2018,9,24,18:00A6:498,0.1,0.0,0.0,0.0,0.0
999,2018,9,25,6:00A18:499,0.1,0.0,10.2,0.0,0.0
1000,2018,9,26,18:00A6:499,0.1,0.0,0.0,0.0,0.0
1001,2018,9,27,6:00A18:500,0.1,0.0,0.0,0.0,0.0
1002,2018,9,28,18:00A6:500,0.1,0.0,0.0,0.0,0.0
1003,2018,9,29,6:00A18:501,0.1,0.0,0.0,0.0,0.0
1004,2018,9,30,18:00A6:501,3.0,5.4,0.0,0.0,0.0
1005,2018,10,1,6:00A18:502,7.6,0.0,2.8,0.0,0.0
1006,2018,10,2,18:00A6:502,3.9,5.0,0.0,1.0,0.0
1007,2018,10,3,6:00A18:503,1.6,0.0,3.0,9.0,4.2
1008,2018,10,4,18:00A6:503,3.9,21.6,0.0,0.0,0.0
1009,2018,10,5,6:00A18:504,18.4,16.4,10.8,0.0,0.0
1010,2018,10,6,18:00A6:504,15.0,6.8,0.0,16.0,11.2
1011,2018,10,7,6:00A18:505,3.9,2.8,0.0,6.800000000000001,4.8
1012,2018,10,8,18:00A6:505,2.0,0.0,0.0,0.0,0.0
1013,2018,10,9,6:00A18:506,19.8,0.6,20.4,0.0,0.0
1014,2018,10,10,18:00A6:506,6.8,6.5,6.8,0.0,0.0
1015,2018,10,11,6:00A18:507,3.9,22.4,0.0,6.6,0.0
1016,2018,10,12,18:00A6:507,23.2,0.0,69.2,2.0,0.0
1017,2018,10,13,6:00A18:508,11.0,6.6,13.2,8.6,4.6
1018,2018,10,14,18:00A6:508,10.4,4.2,1.8,0.0,0.0
1019,2018,10,15,6:00A18:509,28.8,48.0,24.2,4.8,6.6
1020,2018,10,16,18:00A6:509,0.8,1.6,0.0,8.4,6.6
1021,2018,10,17,6:00A18:510,1.2,0.0,0.2,4.2,8.2
1022,2018,10,18,18:00A6:510,3.9,8.4,0.4,0.0,0.0
1023,2018,10,19,6:00A18:511,0.4,15.2,3.2,4.0,5.4
1024,2018,10,20,18:00A6:511,12.7,0.6,1.2,2.6,2.0
1025,2018,10,21,6:00A18:512,5.0,5.4,5.5,0.0,0.0
1026,2018,10,22,18:00A6:512,0.2,0.0,0.0,6.6,2.0
1027,2018,10,23,6:00A18:513,3.9,11.0,0.0,2.0,0.0
1028,2018,10,24,18:00A6:513,8.1,100.6,13.8,4.8,2.86
1029,2018,10,25,6:00A18:514,4.5,50.2,4.8,2.6,0.0
1030,2018,10,26,18:00A6:514,19.8,6.2,0.6000000000000001,18.6,10.6
1031,2018,10,27,6:00A18:515,22.0,20.0,14.4,28.8,16.2
1032,2018,10,28,18:00A6:515,3.9,0.2,14.8,4.0,0.0
1033,2018,10,29,6:00A18:516,0.6,0.0,26.4,4.0,2.6
1034,2018,10,30,18:00A6:516,2.0,0.0,3.5,2.0,0.0
1035,2018,10,31,6:00A18:517,18.0,0.0,13.2,0.0,4.0
1036,2018,11,1,18:00A6:517,12.7,0.0,16.2,8.5,3.0
1037,2018,11,2,6:00A18:518,2.2,0.0,0.0,7.6,6.0
1038,2018,11,3,18:00A6:518,1.0,0.0,22.4,2.5,1.0
1039,2018,11,4,6:00A18:519,0.6,20.2,2.4,1.0,0.0
1040,2018,11,5,18:00A6:519,4.600000000000001,94.2,46.4,1.4,4.600000000000001
1041,2018,11,6,6:00A18:520,13.6,17.2,14.4,0.0,0.0
1042,2018,11,7,18:00A6:520,1.2,9.3,2.0,4.0,0.0
1043,2018,11,8,6:00A18:521,1.4,9.3,1.0,18.6,16.2
1044,2018,11,9,18:00A6:521,1.6,0.0,3.8,7.2,5.0
1045,2018,11,10,6:00A18:522,0.2,0.0,3.0,0.0,0.0
1046,2018,11,11,18:00A6:522,14.2,58.8,12.8,1.0,0.0
1047,2018,11,12,6:00A18:523,0.2,16.4,3.8,1.8,0.0
1048,2018,11,13,18:00A6:523,0.2,33.4,2.0,0.0,0.0
1049,2018,11,14,6:00A18:524,4.5,33.4,6.8,2.4,2.0
1050,2018,11,15,18:00A6:524,4.600000000000001,2.0,31.2,0.0,0.0
1051,2018,11,16,6:00A18:525,8.0,83.4,6.399999999999999,3.8,2.6
1052,2018,11,17,18:00A6:525,0.6,4.0,1.2,0.0,0.0
1053,2018,11,18,6:00A18:526,1.6,5.0,11.8,0.0,0.0
1054,2018,11,19,18:00A6:526,1.0,3.5,2.6,0.0,0.0
1055,2018,11,20,6:00A18:527,0.0,37.5,0.2,0.0,0.0
1056,2018,11,21,18:00A6:527,6.8,15.9,1.0,0.0,0.0
1057,2018,11,22,6:00A18:528,15.9,16.5,8.0,0.0,0.0
1058,2018,11,23,18:00A6:528,6.1,14.8,16.0,0.0,0.0
1059,2018,11,24,6:00A18:529,2.6,16.0,2.4,0.0,0.0
1060,2018,11,25,18:00A6:529,15.9,18.4,53.4,2.6,2.2
1061,2018,11,26,6:00A18:530,17.0,10.2,16.4,4.0,4.6
1062,2018,11,27,18:00A6:530,18.3,7.5,16.6,0.0,0.0
1063,2018,11,28,6:00A18:531,2.0,7.5,2.6,0.0,0.0
1064,2018,11,29,18:00A6:531,2.0,180.0,9.200000000000001,2.0,0.0
1065,2018,11,30,6:00A18:532,0.1,4.2,0.0,0.0,0.0
1066,2018,12,1,18:00A6:532,2.6,84.2,10.0,0.0,0.0
1067,2018,12,2,6:00A18:533,0.4,32.2,0.0,0.0,0.0
1068,2018,12,3,18:00A6:533,1.0,22.0,21.2,6.8,4.6
1069,2018,12,4,6:00A18:534,0.2,5.1,0.0,0.0,0.0
1070,2018,12,5,18:00A6:534,3.2,0.0,0.0,0.0,0.0
1071,2018,12,6,6:00A18:535,3.2,56.2,0.0,2.0,0.0
1072,2018,12,7,18:00A6:535,38.3,93.7,30.8,0.0,0.0
1073,2018,12,8,6:00A18:536,10.0,48.6,20.3,24.0,16.0
1074,2018,12,9,18:00A6:536,0.4,0.2,0.0,0.0,0.0
1075,2018,12,10,6:00A18:537,3.2,10.2,0.0,0.0,0.0
1076,2018,12,11,18:00A6:537,3.2,13.4,0.0,0.0,0.0
1077,2018,12,12,6:00A18:538,3.2,24.3,1.2,18.0,9.0
1078,2018,12,13,18:00A6:538,3.2,0.0,0.0,0.0,0.0
1079,2018,12,14,6:00A18:539,3.2,25.5,0.0,4.0,0.0
1080,2018,12,15,18:00A6:539,39.6,57.0,19.6,12.0,4.0
1081,2018,12,16,6:00A18:540,10.2,78.9,8.6,2.0,0.0
1082,2018,12,17,18:00A6:540,3.2,31.6,1.0,12.0,2.0
1083,2018,12,18,6:00A18:541,13.4,122.0,32.6,6.0,0.0
1084,2018,12,19,18:00A6:541,3.0,16.0,21.4,4.0,2.4
1085,2018,12,20,6:00A18:542,39.2,24.0,42.8,8.4,3.0
1086,2018,12,21,18:00A6:542,1.8,11.1,2.2,0.0,0.0
1087,2018,12,22,6:00A18:543,3.3,0.0,12.4,2.0,0.0
1088,2018,12,23,18:00A6:543,1.3,26.8,4.2,0.0,0.0
1089,2018,12,24,6:00A18:544,0.8,5.2,9.2,0.0,0.0
1090,2018,12,25,18:00A6:544,8.0,60.8,10.2,2.0,0.0
1091,2018,12,26,6:00A18:545,0.8,5.2,6.399999999999999,0.0,0.0
1092,2018,12,27,18:00A6:545,13.8,0.0,7.0,0.0,0.0
1093,2018,12,28,6:00A18:546,3.8,0.0,7.2,2.0,0.0
1094,2018,12,29,18:00A6:546,2.6,0.0,21.4,2.0,0.0
1095,2018,12,30,6:00A18:547,0.6000000000000001,0.0,2.8,0.0,0.0
1096,2018,12,31,18:00A6:547,4.3,0.0,6.0,0.0,0.0
1097,2019,1,1,6:00A18:548,6.600000000000001,0.0,10.0,6.2,0.0
1098,2019,1,2,18:00A6:548,0.0,0.0,16.0,4.8,2.2
1099,2019,1,3,6:00A18:549,1.0,39.4,0.6,0.0,0.0
1100,2019,1,4,18:00A6:549,8.9,41.5,14.2,0.0,0.0
1101,2019,1,5,6:00A18:550,6.2,10.8,14.7,10.2,4.6
1102,2019,1,6,18:00A6:550,0.0,3.8,1.1,0.0,0.0
1103,2019,1,7,6:00A18:551,5.0,57.8,24.2,6.6,4.0
1104,2019,1,8,18:00A6:551,12.6,16.4,3.8,2.0,0.0
1105,2019,1,9,6:00A18:552,4.0,5.8,8.2,2.6,0.0
1106,2019,1,10,18:00A6:552,12.6,39.0,12.6,22.4,20.0
1107,2019,1,11,6:00A18:553,17.2,141.2,12.6,6.2,2.4
1108,2019,1,12,18:00A6:553,10.0,2.4,9.200000000000001,18.6,10.2
1109,2019,1,13,6:00A18:554,1.1,1.2,10.6,10.2,6.2
1110,2019,1,14,18:00A6:554,0.0,41.0,0.0,6.6,2.0
1111,2019,1,15,6:00A18:555,1.4,0.0,11.2,2.0,0.0
1112,2019,1,16,18:00A6:555,27.2,2.0,17.2,16.6,6.8
